n,mean,variance,dispersion_ratio,nb_dispersion_r,loglik_poisson,loglik_negbin,lr_statistic,p_value,aic_poisson,aic_negbin
70423,4.283657327861636,8.642067269015875,2.017450651994593,4.210186822784993,-175167.6529433161,-165665.34611131705,19004.613663998083,0.0,350337.3058866322,331334.6922226341
